Frequency,Label
42.88447613445706,Bird
87.80666748048397,Bird
85.22446126141037,Bird
48.19957359513306,Bird
50.65844542587157,Bird
89.86037745327445,Bird
73.70946936797442,Bird
72.7837753909099,Bird
88.03979118749908,Bird
49.39099826692149,Bird
98.18598955840172,Bird
40.16909375849542,Bird
45.63616543220965,Bird
73.60143340591019,Bird
11.91023086364339,Bird
77.04461535381029,Bird
65.645480545245,Bird
56.42296440136783,Bird
85.83903558741471,Bird
17.679896036561647,Bird
81.92431148500178,Bird
21.263884935164224,Bird
62.37313924884283,Bird
50.726510190198496,Bird
49.603991505896126,Bird
90.9329658219974,Bird
53.677420918518884,Bird
23.39501425172392,Bird
68.6781595218428,Bird
63.353513847670165,Bird
54.00971356268385,Bird
50.442373759490835,Bird
36.604587447604445,Bird
60.77155551166644,Bird
35.21743395869491,Bird
97.24056910067904,Bird
17.895942273662147,Bird
32.987288171956074,Bird
82.90830347660825,Bird
65.81015005049028,Bird
40.39896981863444,Bird
66.4732719885776,Bird
78.73999770591169,Bird
11.789461026449965,Bird
92.72366841059755,Bird
50.11653946661939,Bird
35.33864353296804,Bird
4.6656580441008515,Bird
56.41554349712783,Bird
10.129166671929458,Bird
65.7359089874992,Bird
33.52435530639203,Bird
58.59284816631924,Bird
18.118455355570052,Bird
42.828268044603,Bird
21.321741536892002,Bird
75.94500082094726,Bird
69.78118709480638,Bird
66.5727852364703,Bird
86.20874905737087,Bird
62.21900924427952,Bird
36.92242462325287,Bird
26.3422201264937,Bird
19.656883088146504,Bird
42.551909430993064,Bird
0.6601009133968438,Bird
22.75531429922083,Bird
93.99335874207075,Bird
30.907582435095883,Bird
1.9263551238369536,Bird
20.565841571233413,Bird
68.86310520884868,Bird
78.17182746782387,Bird
15.983485877304627,Bird
40.33096833475771,Bird
50.108184986656376,Bird
14.256205672011157,Bird
92.7519787009777,Bird
68.45156461336691,Bird
11.160048380491471,Bird
46.47041733411884,Bird
21.710164727833092,Bird
16.804578885001497,Bird
77.81897371915919,Bird
68.6128247533545,Bird
55.41551247749085,Bird
97.766251267092,Bird
91.81226867874436,Bird
85.34610297087006,Bird
18.05278568641655,Bird
83.82721366846174,Bird
45.85610460056536,Bird
5.912228820337728,Bird
74.46167880572986,Bird
27.015620306771414,Bird
10.493022594063216,Bird
82.60274476664206,Bird
59.27636576922879,Bird
81.5726747088627,Bird
84.56151123632021,Bird
87.03198098635568,Bird
3.1317636810963667,Bird
57.35686784756796,Bird
79.26054826414347,Bird
50.14044254785707,Bird
13.056276682716783,Bird
62.090280398659246,Bird
0.33738420043899486,Bird
23.063017799711393,Bird
84.79360643272516,Bird
47.92987593398983,Bird
2.9789714951894752,Bird
83.15129284576055,Bird
80.9106836349794,Bird
60.76402146422092,Bird
62.70553601559542,Bird
96.57921675878184,Bird
90.16167334485412,Bird
71.22800982809761,Bird
49.15487812249146,Bird
44.07983124946555,Bird
12.229958663963414,Bird
18.50882634112908,Bird
39.284412692987004,Bird
27.803510874904358,Bird
60.952484453430664,Bird
26.748600190561667,Bird
63.531739281868674,Bird
23.033171454713752,Bird
31.76503119660613,Bird
24.859310453486096,Bird
14.121627253471969,Bird
93.82201433477319,Bird
7.441099207561031,Bird
78.92550958392403,Bird
6.4217201407725355,Bird
76.47638042243909,Bird
17.074994261383537,Bird
42.04736769155022,Bird
99.62717745026833,Bird
82.12455408971692,Bird
87.19147837566106,Bird
18.21560041544885,Bird
43.21835623328673,Bird
40.57738165346459,Bird
11.977976367523869,Bird
3.01389707171007,Bird
75.18843160339704,Bird
2.0223623287763393,Bird
18.676961492494215,Bird
32.32072078192936,Bird
63.341271999936,Bird
1.1859091513389597,Bird
91.02924005493846,Bird
56.723731367066,Bird
33.29410900585265,Bird
27.215154789920103,Bird
34.443218287914675,Bird
83.60288383766216,Bird
63.17717004379328,Bird
80.78430402529784,Bird
86.36822698928871,Bird
4.36607801553629,Bird
91.2726751113716,Bird
24.17959161398483,Bird
46.73407367898874,Bird
40.884945722892155,Bird
8.219618614290535,Bird
90.34334559565943,Bird
52.50418286953929,Bird
85.6063821082229,Bird
40.78688183518292,Bird
2.7408710048099194,Bird
12.079597566688626,Bird
79.96068658384485,Bird
91.62446621988543,Bird
5.84928663240264,Bird
1.882982662809074,Bird
40.030405750656705,Bird
11.641828528614584,Bird
65.93750140857911,Bird
93.33417755766266,Bird
17.060927872396704,Bird
44.249120665644426,Bird
83.79344474630366,Bird
34.752017369062095,Bird
53.68847335406925,Bird
89.8738126918601,Bird
50.55378316597666,Bird
86.87799820282976,Bird
95.27202780732932,Bird
16.162972826883284,Bird
35.547967507355125,Bird
41.760049140534726,Bird
24.13479134713362,Bird
81.21654022926937,Bird
57.20476962424363,Bird
89.07828348141963,Bird
67.7996765786473,Bird
54.26843058452411,Bird
70.95867529868275,Bird
52.835147003548336,Bird
27.445421353187804,Bird
24.370233453326062,Bird
26.760166258626363,Bird
68.75375916407971,Bird
68.43889524029672,Bird
2.0940944079908874,Bird
37.06218921126424,Bird
57.03049973904578,Bird
10.982209127859143,Bird
82.82899227140955,Bird
68.98766635897391,Bird
31.516413496898632,Bird
74.03703504357976,Bird
30.3658945618411,Bird
94.50704481789751,Bird
62.39494288895674,Bird
37.48843478951809,Bird
1.8586427979316977,Bird
24.62399695960641,Bird
59.22231958771265,Bird
58.85387120516098,Bird
76.19765430634058,Bird
70.86573904011674,Bird
17.967141447123545,Bird
83.28643290534016,Bird
64.48420096129131,Bird
23.02977631433031,Bird
83.49044373519106,Bird
0.5471485296111855,Bird
42.14698342766172,Bird
56.52997123554788,Bird
23.918213293043312,Bird
76.57460064893642,Bird
47.429749214190956,Bird
62.728788236002195,Bird
94.82600288435978,Bird
61.38431156819475,Bird
77.6785145107488,Bird
1.4324445307775768,Bird
39.46603193294131,Bird
32.3968346626494,Bird
92.87758187650368,Bird
3.8089389231765636,Bird
11.91689926564149,Bird
92.24301090076938,Bird
70.31968484529614,Bird
23.600598684188157,Bird
45.2379044458028,Bird
97.5812357041888,Bird
1.757089613398899,Bird
7.723936510917584,Bird
3.437320837554836,Bird
62.79494168100587,Bird
41.54120713259657,Bird
52.10510261600552,Bird
35.32147513368141,Bird
22.913487251340424,Bird
53.89939380309826,Bird
86.22609373864192,Bird
96.27378726073759,Bird
55.599617609241555,Bird
67.37505852102312,Bird
87.17757793741467,Bird
57.78053974149897,Bird
71.73534449715095,Bird
6.5974354049761486,Bird
98.72680989150425,Bird
85.78170845143654,Bird
20.15644439730743,Bird
10.318765728360468,Bird
76.58921733259655,Bird
41.999607254948224,Bird
69.48267928712585,Bird
85.34683759915049,Bird
38.82781207869722,Bird
26.270696893643862,Bird
93.6509914147501,Bird
90.07163723435147,Bird
85.63300313413428,Bird
29.780758851780277,Bird
78.72490373346237,Bird
62.90242244093244,Bird
79.58382357427405,Bird
34.29051995897152,Bird
46.1718361059768,Bird
97.02433611996067,Bird
71.27436572847843,Bird
90.77224637930661,Bird
16.173426566664283,Bird
86.98320838030615,Bird
6.281680719246808,Bird
38.25701789261977,Bird
37.27561683873115,Bird
62.36383285513203,Bird
88.04184124453005,Bird
8.479263980014096,Bird
60.644672099533366,Bird
24.820850096805337,Bird
20.85341652686511,Bird
2.0577147414109764,Bird
45.12148701064754,Bird
35.29931244846627,Bird
2.6695543597511806,Bird
96.99082885982992,Bird
8.515659381163221,Bird
24.83001973875648,Bird
97.8269966632649,Bird
36.26556961471407,Bird
40.06027861224207,Bird
19.660361726054433,Bird
89.00665022935115,Bird
5.307276384196047,Bird
23.566139755642478,Bird
15.759284165319231,Bird
50.95276562506038,Bird
0.4774599130771162,Bird
92.54079813306465,Bird
23.680532256155306,Bird
68.74832291939896,Bird
55.796934005979736,Bird
90.05006140962642,Bird
11.314552218129014,Bird
28.56884783097412,Bird
13.708371395096508,Bird
26.45450661851004,Bird
19.170225780072524,Bird
99.30245568609789,Bird
60.28006794015563,Bird
73.136940003861,Bird
51.035183119953,Bird
66.11530901050963,Bird
82.06395310003921,Bird
47.566176229667,Bird
10.326533239469882,Bird
39.41967990760913,Bird
24.000745847915983,Bird
47.88642807674346,Bird
50.121542511213526,Bird
13.82984610423138,Bird
44.204626738963206,Bird
61.64753776118413,Bird
98.73884496776576,Bird
0.3112585250459099,Bird
54.70419586117321,Bird
43.08445590039571,Bird
16.041095817541574,Bird
12.47825514899763,Bird
19.45476686357277,Bird
82.56427053388428,Bird
29.86304584727163,Bird
63.964423055116626,Bird
99.90473385696464,Bird
0.27984183804729,Bird
37.717895066024,Bird
37.24168198213415,Bird
91.92541952251229,Bird
78.26069766253696,Bird
84.34656174331404,Bird
93.73905189713278,Bird
53.19151779608604,Bird
85.95309790823133,Bird
61.81495398867766,Bird
92.2847870708201,Bird
60.31809502348134,Bird
96.80090616411002,Bird
30.337051681235184,Bird
4.515401682401343,Bird
43.98118877963404,Bird
65.73319207390266,Bird
99.37187976377788,Bird
39.02763382489572,Bird
54.78447720764241,Bird
21.883829078448834,Bird
50.35277950443845,Bird
56.01668306470997,Bird
0.4989058681630243,Bird
39.514484333885825,Bird
24.8947336696386,Bird
8.414393762916262,Bird
55.749327729636946,Bird
45.98410306437385,Bird
54.01542361505493,Bird
42.5299206837892,Bird
59.95107547526145,Bird
46.62262659407549,Bird
63.389091957300856,Bird
23.28480781960609,Bird
80.6046476482899,Bird
71.19742719776183,Bird
59.96917864193605,Bird
68.94839258837328,Bird
61.490527999773356,Bird
58.76477049775314,Bird
20.25539309358827,Bird
44.25488053577345,Bird
28.487146540866558,Bird
27.60489705419451,Bird
67.78254709408617,Bird
74.47411587614887,Bird
10.802637068824783,Bird
67.37858991447541,Bird
22.727770891504683,Bird
56.79151964417797,Bird
8.643410096034831,Bird
71.6205893311556,Bird
62.03202356548007,Bird
20.12232825716521,Bird
59.670375802395704,Bird
34.705949558842875,Bird
95.37344807766534,Bird
77.53522546092239,Bird
27.33020101232514,Bird
31.383660577728367,Bird
73.29955615255079,Bird
60.66224099542106,Bird
24.373602280212026,Bird
78.133735145981,Bird
36.197787423072306,Bird
16.861347364199773,Bird
81.41417492285477,Bird
35.71317306320122,Bird
55.356596639948016,Bird
28.545243058854155,Bird
63.454844286605514,Bird
20.265432269363394,Bird
81.66156933981951,Bird
49.49780326629013,Bird
10.345224330632586,Bird
57.678289679090454,Bird
99.66351251197774,Bird
93.93321372882228,Bird
35.695857952622475,Bird
13.01408178160387,Bird
69.7275541284554,Bird
9.583678896603908,Bird
1.0376172524437566,Bird
78.7799410532972,Bird
25.706113881559954,Bird
7.104205727592994,Bird
10.446581288787504,Bird
2.1408130321379337,Bird
76.2263750524691,Bird
95.83320711673788,Bird
77.99036059839976,Bird
71.11574676506073,Bird
79.35756768350196,Bird
92.24678841850007,Bird
22.118249753062347,Bird
2.450625307010934,Bird
38.46092840626621,Bird
91.7485670375524,Bird
86.0202884210462,Bird
14.348955012329379,Bird
92.71364048768532,Bird
48.6309537552429,Bird
20.66073997775654,Bird
20.30683187113197,Bird
61.29761776249877,Bird
44.433381107579216,Bird
72.84423246650384,Bird
37.25001389320353,Bird
27.972759928125825,Bird
50.32465691490853,Bird
57.68392314587631,Bird
74.55722215481768,Bird
4.589263414748379,Bird
21.901897436882468,Bird
20.707744442498043,Bird
6.822347743513513,Bird
79.91396247860368,Bird
1.2262271472574082,Bird
84.86278957219137,Bird
20.75116232327727,Bird
4.12500492277923,Bird
59.837922166306114,Bird
89.89824892740417,Bird
88.80643495151035,Bird
93.99903191598075,Bird
70.2243309937625,Bird
43.475493527443554,Bird
7.951315289868721,Bird
74.53191038251994,Bird
83.81620480551157,Bird
19.897769536708676,Bird
13.820421550654515,Bird
96.32917312432684,Bird
70.05484827761235,Bird
11.672235094043227,Bird
79.77128484124863,Bird
22.104513554643145,Bird
62.404877829360274,Bird
70.50330715747916,Bird
45.48172131880509,Bird
20.98738855624346,Bird
82.76466815198911,Bird
19.641811613447334,Bird
13.129574115802134,Bird
89.1483165799589,Bird
22.10751928810928,Bird
22.81500875657513,Bird
18.61495219470426,Bird
63.98792668419267,Bird
6.645748554286779,Bird
78.4056028018081,Bird
92.42290196894784,Bird
80.14636401198129,Bird
81.64497727854317,Bird
90.91525242287149,Bird
52.993610814891476,Bird
92.11515401665396,Bird
48.44925095647638,Bird
17.11058895658453,Bird
32.28810496304156,Bird
23.496745013475163,Bird
70.21949284114642,Bird
61.88136738380548,Bird
47.89736743964714,Bird
73.50244984834526,Bird
71.17838264025005,Bird
47.99693846634461,Bird
96.54892166730278,Bird
62.52020532291972,Bird
39.977796539930075,Bird
4.718224488976752,Bird
36.233635605961766,Bird
47.223756517278744,Bird
10.594389384171365,Bird
27.13930349608805,Bird
67.78162187688233,Bird
93.85554552898476,Bird
15.060859768640633,Bird
8.368811307722279,Bird
92.43025771708436,Bird
99.88859467540605,Bird
59.78871845428137,Bird
48.22585688917505,Bird
97.77298472048287,Bird
31.92676485657414,Bird
32.809661369092204,Bird
57.02916277644218,Bird
33.780454873892715,Bird
2.8502146872700362,Bird
53.299147098637064,Bird
39.821771795258265,Bird
65.1642840971839,Bird
94.87291729877546,Bird
46.299037630039905,Bird
70.10609801526286,Bird
16.95703226107702,Bird
61.56203433021491,Bird
80.99964254157551,Bird
20.512913613173723,Bird
72.11743269547216,Bird
25.54652325183794,Bird
83.30734601845903,Bird
33.71817735325461,Bird
40.0371025762116,Bird
1.584051499288408,Bird
36.13102558916208,Bird
92.3377213783666,Bird
88.33920648820603,Bird
10.571083358180545,Bird
86.75782767923602,Bird
79.5519641361866,Bird
33.352534885939114,Bird
11.01827649126349,Bird
80.55142437181135,Bird
77.85998278034401,Bird
56.75709930376838,Bird
6.927454820847679,Bird
68.88592499479894,Bird
29.733037727341127,Bird
26.213444825824084,Bird
3.169709894189454,Bird
35.52421960607589,Bird
12.654329103314332,Bird
78.55741546958645,Bird
44.461214108508294,Bird
15.739767817395567,Bird
98.19638352369503,Bird
19.327895870093702,Bird
60.79229849004464,Bird
83.23578660249623,Bird
58.10817450125394,Bird
30.03374185580344,Bird
91.45587550635969,Bird
15.775320866104448,Bird
97.19982855771279,Bird
11.5926097317679,Bird
14.403102904422994,Bird
72.77370583442678,Bird
71.7480460408311,Bird
69.14043303230085,Bird
11.121407980209774,Bird
15.332052003531594,Bird
89.09878469062002,Bird
36.91756498054978,Bird
10.516373475402707,Bird
57.80095367019725,Bird
66.98339361626546,Bird
61.0796058635,Bird
45.72827999733051,Bird
57.22659620975759,Bird
7.469888669944192,Bird
47.77005949098564,Bird
88.0818349641136,Bird
90.86177908250727,Bird
41.63543774592583,Bird
43.431664330977924,Bird
38.22484086857809,Bird
6.238660231561688,Bird
31.84881051513053,Bird
94.69577053432346,Bird
3.436407950972742,Bird
63.39980047159827,Bird
39.598153796790534,Bird
75.00877888729754,Bird
31.06404890010349,Bird
65.64717017097774,Bird
10.417986736158824,Bird
15.521738942381646,Bird
27.71355869371199,Bird
52.85149874775135,Bird
5.73975387564043,Bird
52.21975952425635,Bird
58.63018424670439,Bird
92.2124539518525,Bird
5.29565740181207,Bird
83.99134833788814,Bird
46.80924714441718,Bird
44.18101527979326,Bird
69.74374623036711,Bird
25.983270186421358,Bird
73.38935745073377,Bird
89.06375379700083,Bird
40.48137730820933,Bird
99.75244215416141,Bird
79.82549267486841,Bird
9.881229646983913,Bird
28.010948449056393,Bird
21.916338353616016,Bird
49.96619950755965,Bird
52.25351989947096,Bird
3.719922072364057,Bird
38.503046351073756,Bird
62.29395442291622,Bird
47.47891765479435,Bird
72.28331561227579,Bird
69.61614059437227,Bird
49.66165982245913,Bird
52.05249679094359,Bird
60.77138787945855,Bird
25.741091099464374,Bird
98.7554189240725,Bird
20.030353169480584,Bird
1.7672990915623021,Bird
32.588476589564166,Bird
1.2789936991118855,Bird
91.26808110382761,Bird
49.14450556685927,Bird
26.200523847116465,Bird
50.156871191538,Bird
29.025963980803592,Bird
73.5072203990187,Bird
20.382348449086184,Bird
59.05948254261849,Bird
21.837788622328635,Bird
58.66707039562271,Bird
49.99491111954442,Bird
12.279848550884687,Bird
77.55854672902214,Bird
43.98061320185368,Bird
63.647772437373895,Bird
6.2757544863266235,Bird
72.33521564783821,Bird
50.81596915196042,Bird
46.690046688987174,Bird
28.137895716320106,Bird
13.720374164446747,Bird
17.813811959229785,Bird
82.23829276727386,Bird
51.417264954536456,Bird
39.89704177539277,Bird
13.867007893398654,Bird
4.678588500491898,Bird
42.0256272867575,Bird
68.5396094638138,Bird
99.51580615955082,Bird
99.99281083733365,Bird
0.026885168400292425,Bird
57.591451286384476,Bird
91.60670264027941,Bird
78.47583889978252,Bird
63.497089013013465,Bird
20.691207355258033,Bird
79.63710809647793,Bird
18.503499107676014,Bird
87.20932752147598,Bird
44.12332819486065,Bird
55.404847479425925,Bird
16.758683866399558,Bird
7.337830902141674,Bird
24.62606870502154,Bird
88.1518260147084,Bird
21.05956860694761,Bird
91.01785595923464,Bird
23.45972003030302,Bird
50.068302539109354,Bird
2.2577134758592687,Bird
2.813628867842588,Bird
30.842838772670554,Bird
31.29969051948419,Bird
6.661145879387787,Bird
5.093966310628395,Bird
32.97963922739324,Bird
92.17122168912579,Bird
96.29347210119013,Bird
95.65143576617301,Bird
23.499529477077786,Bird
3.0329329553935525,Bird
27.62391341070989,Bird
8.167718935559288,Bird
9.646585315385291,Bird
29.35764669697719,Bird
71.61552515230593,Bird
30.398772928452743,Bird
96.15631352569952,Bird
5.573845052461024,Bird
75.46234041520565,Bird
39.01120147884261,Bird
58.17209668875575,Bird
47.68013501344559,Bird
49.583931357103026,Bird
45.4634765488713,Bird
32.184124760723066,Bird
67.37932019422117,Bird
96.76846521218579,Bird
22.106473142763406,Bird
24.161947251786597,Bird
42.395673555281654,Bird
83.81295985023492,Bird
63.81615647024258,Bird
64.630681479897,Bird
82.25154153538779,Bird
94.10372193691224,Bird
20.8752446184134,Bird
39.312351099430664,Bird
42.76819428526516,Bird
52.09956111336032,Bird
29.72490820511141,Bird
85.42735071332845,Bird
8.07441958683006,Bird
55.170240210305174,Bird
63.61515849620092,Bird
80.43002536689899,Bird
67.8744965916342,Bird
28.368248997570856,Bird
66.93172161132678,Bird
65.9399709193093,Bird
46.38350888094076,Bird
60.37224401350095,Bird
99.76181651572,Bird
18.190758789610506,Bird
0.5879673058751034,Bird
12.350399598590533,Bird
30.249445800898666,Bird
47.143067600211076,Bird
88.37120651324307,Bird
51.67061833566089,Bird
27.442963957753065,Bird
82.48353609179388,Bird
78.67336941394116,Bird
15.945529453766039,Bird
96.74896152025171,Bird
65.5973347883778,Bird
50.139334740332345,Bird
90.24464855976207,Bird
51.80869516614058,Bird
61.21331079822766,Bird
12.60752222987338,Bird
29.45338170378249,Bird
73.76540341385359,Bird
81.95936535315697,Bird
30.135637907681424,Bird
57.654825853720205,Bird
25.476559351910254,Bird
40.75736162219382,Bird
6.831871854784167,Bird
45.9348870913179,Bird
54.88401731394714,Bird
13.017419704856891,Bird
34.64825372145201,Bird
35.35559147834486,Bird
28.943667848628397,Bird
47.670303155069234,Bird
55.85108387633683,Bird
50.69978674736081,Bird
62.472213634375905,Bird
63.48522335124063,Bird
43.141812563203594,Bird
62.053430435458964,Bird
15.736547648265953,Bird
46.41477123213345,Bird
44.65836950409978,Bird
66.25246761073662,Bird
20.788253613252973,Bird
52.42957584011682,Bird
96.28412812554456,Bird
93.44353179381103,Bird
73.50280721683129,Bird
88.57957082228555,Bird
73.86097151242468,Bird
58.49708578385007,Bird
65.63929745246875,Bird
2.095223362785459,Bird
66.44113887998591,Bird
16.088778714547047,Bird
43.23218804652211,Bird
75.37348648359435,Bird
60.053695557679234,Bird
78.17073297706531,Bird
17.010589672864718,Bird
27.81973374882496,Bird
7.593804600268639,Bird
71.45221657767846,Bird
48.115401482808274,Bird
93.43258758090892,Bird
47.168873510125806,Bird
65.17377218187147,Bird
98.62177906164044,Bird
36.43806810956082,Bird
13.797871575006205,Bird
36.52590152819859,Bird
62.87242086218183,Bird
53.35830102049442,Bird
73.12533338711324,Bird
9.924246059435982,Bird
26.162453471963033,Bird
88.67195128943973,Bird
75.45365470124835,Bird
29.84482706922602,Bird
45.503814568499955,Bird
73.36055627521569,Bird
13.35368302268397,Bird
43.28241980913655,Bird
95.1369419422233,Bird
42.138218556469276,Bird
98.69170059080899,Bird
10.933336801875626,Bird
99.57536931933106,Bird
60.04544098754312,Bird
88.57621357226569,Bird
47.16048721271836,Bird
44.00329058668411,Bird
19.049847111297968,Bird
1.0399564791202298,Bird
77.25544270504679,Bird
52.01529820786007,Bird
95.87898697744987,Bird
40.81469617633912,Bird
66.36843757362301,Bird
29.872943829998388,Bird
2.1258640036428966,Bird
11.506783981388857,Bird
42.55270508388374,Bird
25.67610337290047,Bird
27.143793000064164,Bird
59.59281135387682,Bird
77.74398306272694,Bird
96.53087446431886,Bird
65.85850816356852,Bird
26.488724572142498,Bird
76.2772453205756,Bird
75.18401477234413,Bird
73.2017307736182,Bird
59.189896669626066,Bird
63.580258903349694,Bird
33.40053072883432,Bird
44.7887439534795,Bird
96.81662216099575,Bird
32.227463080347896,Bird
12.567682590878071,Bird
93.41657911895828,Bird
